date,srad,rain,rhum,tmax,tmin,wvel
1988-01-01,16.27,0.51,82.73,27.85,25.94,8.38
1988-01-02,17.5,0.15,81.06,27.6,25.71,8.55
1988-01-03,17.78,0.11,81.55,28,25.62,9.27
1988-01-04,16.88,0.06,79.3,27.92,25.63,9.03
1988-01-05,16.85,0.14,77,28.1,25.73,8.87
1988-01-06,16.81,0.07,79.96,27.67,25.32,8.36
1988-01-07,16.81,0.07,78.59,27.79,25.39,8.65
1988-01-08,18.47,0.06,77.53,27.51,25.16,8.92
1988-01-09,18.83,0.04,82.33,27.98,24.94,8.76
1988-01-10,17.68,0.33,80.08,27.77,25.07,9.23
1988-01-11,18.54,0.3,79.39,27.87,25.04,8.42
1988-01-12,18,0.25,79.91,27.33,25.15,8.6
1988-01-13,17.53,0.33,79.14,27.69,25.03,8.05
1988-01-14,17.78,0.12,77.45,27.6,25.11,8.4
1988-01-15,18.94,0.04,79.77,27.37,24.77,7.72
1988-01-16,18.47,0.02,80.82,27,24.86,7.26
1988-01-17,18.68,0.01,76.64,26.95,24.68,6.65
1988-01-18,19.04,0.03,77.53,26.79,24.4,6.02
1988-01-19,17.86,0.01,79.07,26.86,24.33,6.63
1988-01-20,22.36,0.18,76.76,26.98,24.73,7.5
1988-01-21,19.19,0.16,78.19,27.16,24.59,7.61
1988-01-22,20.3,0.03,76.18,27.17,24.49,7.68
1988-01-23,19.55,0.01,74.53,27.21,24.3,7.64
1988-01-24,18.58,0.04,78.6,27.31,24.48,8.17
1988-01-25,19.4,0.03,77.47,27.35,24.72,7.49
1988-01-26,18.68,0.03,80.46,27.28,24.73,7.58
1988-01-27,18.61,0.01,80.33,27.62,24.97,7.02
1988-01-28,18.79,0.05,80.9,27.47,24.69,7.46
1988-01-29,13.86,0.03,77.91,27.25,24.81,8.09
1988-01-30,12.06,0.04,77.56,27.55,25,8.82
1988-01-31,17.24,0.16,80.71,27.8,25.22,9.16
1988-02-01,19.26,0.15,82.28,28.03,25.18,9.14
1988-02-02,18.25,0.14,82.63,27.78,25.35,8.54
1988-02-03,20.92,0.26,83.42,27.21,25.03,7.24
1988-02-04,22.9,0.16,80.92,27.9,24.85,7.71
1988-02-05,19.51,0.08,79.93,27.84,25.25,7.81
1988-02-06,22.5,0.12,81.86,28,25.14,8.06
1988-02-07,14.9,0.45,83.66,27.63,25.29,8.28
1988-02-08,16.34,0.29,84.05,27.73,25.29,8.26
1988-02-09,14.54,0.88,82.89,28.13,25.43,7.83
1988-02-10,19.33,0.1,77.28,27.92,25.21,8.48
1988-02-11,19.3,0.16,74.77,27.55,25.28,7.2
1988-02-12,19.19,0.42,81.19,27.8,25.04,6.99
1988-02-13,17.14,0.08,80.63,27.73,25.08,7.36
1988-02-14,16.92,0.57,78.71,27.75,25.2,8.47
1988-02-15,19.73,0.45,78.98,27.68,25.34,9.3
1988-02-16,19.87,0.02,76,27.76,25.31,9.27
1988-02-17,20.59,0.1,78.3,27.75,25.17,9.16
1988-02-18,19.69,0.18,78.71,27.82,25.21,8.26
1988-02-19,21.46,0.04,77.37,27.9,25.12,8.89
1988-02-20,22.07,0,77.88,27.58,24.92,9.31
1988-02-21,22.28,0,78.94,27.15,24.94,8.53
1988-02-22,22.86,0.05,79.98,27.62,25,8.52
1988-02-23,23.76,0.04,78.63,27.21,24.93,8.56
1988-02-24,22.28,0.17,78.71,27.55,24.64,7.76
1988-02-25,21.64,0.12,77.35,27.48,24.78,6.86
1988-02-26,21.28,10.37,80.16,26.62,24.69,5.03
1988-02-27,22.28,22.37,77.58,26.81,24.56,3.24
1988-02-28,18.76,7.39,77.35,27.88,24.23,2.55
1988-02-29,15.12,0.47,79,26.9,24.69,3.94
1988-03-01,15.98,0.25,80.31,27.29,24.78,5.67
1988-03-02,19.87,0.81,78.41,27.5,25.02,7.76
1988-03-03,18.83,0.8,80.69,27.71,25.29,9.16
1988-03-04,19.8,0.22,78.38,27.45,25.13,7.76
1988-03-05,19.87,0.04,73.55,27.18,25,9.15
1988-03-06,23.76,0,69.95,27.21,24.56,8.11
1988-03-07,23,0,70.8,27.43,24.53,7.71
1988-03-08,22.57,0,73.22,27.46,24.79,7.53
1988-03-09,22.68,0,77.23,27.02,24.59,6.22
1988-03-10,23.08,0,73.69,27.22,24.58,5.68
1988-03-11,22.25,0,74.22,27.27,24.59,5.31
1988-03-12,21.35,0,77.08,27.52,24.83,6.61
1988-03-13,21.67,0,77.59,27.69,25.13,6.72
1988-03-14,21.6,0.53,77.12,27.99,25.23,5.63
1988-03-15,20.52,1.17,77.58,28.46,25.46,5.74
1988-03-16,22.46,0.01,76.33,28.4,26.07,6.64
1988-03-17,20.27,0.06,75.47,28.03,25.75,8.13
1988-03-18,21.92,0.06,70.67,27.92,25.45,7.76
1988-03-19,23.72,0.01,71.67,28.41,25.02,7.76
1988-03-20,22.64,0,76.34,28.31,25.42,9.45
1988-03-21,23.4,0,75.07,28.04,25.42,9.98
1988-03-22,21.6,0.01,76.74,27.69,25.31,9.68
1988-03-23,22,0,73.48,27.61,25.12,9.52
1988-03-24,22.07,0,73.97,27.85,25.19,9.76
1988-03-25,21.78,0,74.77,28.03,25.37,9.26
1988-03-26,22.07,0.01,74.14,28.24,25.45,9.21
1988-03-27,22.61,0.02,75.64,28.05,25.4,8.61
1988-03-28,20.02,0.04,78.21,28.44,25.63,8.21
1988-03-29,22.36,0.08,79.2,28.24,25.65,8.5
1988-03-30,22.14,0.11,79.42,27.59,25.49,7.6
1988-03-31,23.54,0.19,78.6,28.12,25.51,7.55
1988-04-01,18.58,0.56,79.86,28.03,25.31,8.38
1988-04-02,24.34,0.88,81.61,28.26,25.42,7.63
1988-04-03,20.41,0.69,82.47,28.43,25.46,7.42
1988-04-04,22.03,0.44,80.84,28.51,25.64,7.96
1988-04-05,19.33,0.12,81.09,28.21,25.37,8.35
1988-04-06,17.64,0.78,83.72,28,25.15,7.87
1988-04-07,16.13,1.79,85.41,27.76,25.22,6.49
1988-04-08,13.5,2.16,86.47,27.53,25.17,5.34
1988-04-09,7.34,2.17,87.29,27.49,25.37,4.85
1988-04-10,10.48,3.01,88.23,26.74,25.33,3.39
1988-04-11,10.66,0.86,85.79,27.53,25.27,3.52
1988-04-12,12.96,3.22,83.93,27.78,25.66,4.96
1988-04-13,22.75,0.92,81.55,27.82,25.59,5.03
1988-04-14,20.12,0.01,77.9,28.08,25.97,5.61
1988-04-15,21.42,0.01,76.02,28.48,26.32,6.49
1988-04-16,24.12,0.05,74.8,28.36,25.98,6.67
1988-04-17,21.1,0.03,77.76,28.59,25.76,6.27
1988-04-18,25.78,0.03,75.4,28.81,25.77,7.19
1988-04-19,23.18,0.01,76.23,28.63,25.78,7.6
1988-04-20,25.24,0.01,76.66,28.64,25.5,7.25
1988-04-21,23.94,0,76.87,28.47,25.62,6.54
1988-04-22,25.2,0.01,74.93,28.55,25.55,6.74
1988-04-23,24.55,0.06,74.2,28.79,26.04,7.55
1988-04-24,24.88,0.42,76.17,28.71,26.08,8.37
1988-04-25,23.44,0.24,75.11,28.76,26.01,9.03
1988-04-26,24.98,0.34,77.32,28.69,26,8.95
1988-04-27,20.05,0.53,78.89,28.92,26.02,8.94
1988-04-28,23.47,0.14,77.9,28.81,25.96,9.35
1988-04-29,24.41,0.94,76.6,28.66,25.71,9.04
1988-04-30,21.89,0.87,77.47,28.68,25.91,8.85
1988-05-01,21.13,1.41,80.56,28.77,25.86,7.23
1988-05-02,17.1,2.97,83.56,28.6,25.83,4.54
1988-05-03,18.18,3.83,88,26.89,25.82,6.25
1988-05-04,20.12,1.62,84.63,28.41,26,6.94
1988-05-05,24.05,0.66,80.55,29.42,25.93,7.78
1988-05-06,26.17,0.08,80.09,28.83,25.73,7.13
1988-05-07,23.4,0.73,81.46,28.98,25.91,7.14
1988-05-08,21.56,2.69,82.57,29.16,25.94,7.38
1988-05-09,20.05,0.83,82.72,29.35,26.6,8.47
1988-05-10,21.71,0.22,79.9,29.57,26.61,8.82
1988-05-11,23.69,0.02,76.29,29.34,26.36,9.58
1988-05-12,24.23,0.54,78.11,29.35,26.54,9.13
1988-05-13,19.58,0.86,80.32,28.98,26.4,8.43
1988-05-14,22.64,0.38,80.1,29.14,26.2,7.61
1988-05-15,22.93,0.68,79.52,29.26,26.22,6.94
1988-05-16,21.96,0.22,81.45,28.7,26.18,7.21
1988-05-17,20.59,0.75,80.08,29.71,26.47,7.72
1988-05-18,17.17,0.12,84.08,28.8,26.84,6.21
1988-05-19,21.24,0.06,82.13,29.28,26.84,7.84
1988-05-20,23.15,0.02,77.6,29.44,26.74,8.01
1988-05-21,22.97,0.02,76.85,29.3,26.72,8.23
1988-05-22,23.72,0.01,78.3,29.5,26.56,8.71
1988-05-23,18.4,0.05,80.33,29.19,26.9,9.31
1988-05-24,21.56,0.16,80.29,29.12,26.68,7.76
1988-05-25,23.29,0.06,79.15,29.55,26.67,7.76
1988-05-26,19.58,0.38,80.89,29.08,26.5,9.36
1988-05-27,22.82,0.22,80.46,28.94,26.35,8.84
1988-05-28,23.65,0.23,78.41,29.05,26.24,8.59
1988-05-29,25.13,0.36,79.34,29.53,26.26,8.5
1988-05-30,23.4,0.36,77.33,30.44,26.96,8.28
1988-05-31,22.1,3.08,78.57,30.76,27.35,7.44
1988-06-01,20.7,2,80.09,30.76,27.01,5.96
1988-06-02,14.08,8.5,81.47,30.19,27.08,3.65
1988-06-03,18.5,3.83,81.4,29.69,27.16,3.29
1988-06-04,23.04,3.11,81.43,30.21,27.82,7.13
1988-06-05,23.44,1.21,77.75,31.71,28.14,8.08
1988-06-06,24.19,0.11,77.8,30.69,27.15,8.73
1988-06-07,22.43,0.22,77.15,29.6,26.8,9.04
1988-06-08,24.16,0.39,77.21,29.95,27.04,9.01
1988-06-09,23.15,0.81,79.14,30.41,27.37,9.4
1988-06-10,22.43,0.64,79.12,30.31,27.36,9.02
1988-06-11,23.29,0.87,79.75,30.04,27.37,7.92
1988-06-12,21.67,0.57,77.82,30.36,27.26,7.48
1988-06-13,25.49,0.37,78.24,30.02,27.07,7.32
1988-06-14,25.96,1.69,78.07,29.84,26.98,7.96
1988-06-15,20.92,2.56,80.58,29.36,27.22,7.34
1988-06-16,22.28,4.45,79.96,29.82,27.33,7.64
1988-06-17,19.48,1.34,79.24,29.68,27.35,8.14
1988-06-18,13.21,4.9,83.03,28.86,27.42,7.86
1988-06-19,23.76,3.44,80.16,29.47,27.08,7.4
1988-06-20,17.21,6.19,83.31,28.81,27.15,6.19
1988-06-21,23.47,0.48,80.04,29.58,27.09,7.63
1988-06-22,22.54,0.25,81.12,29.81,27.16,8.02
1988-06-23,21.49,0.61,79.63,29.97,27.14,8.53
1988-06-24,21.82,2.51,77.73,29.69,27.14,7.24
1988-06-25,15.88,3.3,77.75,29.94,27.87,6.8
1988-06-26,21.64,4.8,75.79,30.66,27.79,6.35
1988-06-27,22.32,0.55,78.06,30.59,27.49,7.55
1988-06-28,24.88,0.46,77.46,30.24,27.16,8.19
1988-06-29,23.58,2.53,75.76,30.74,27.76,5.51
1988-06-30,21.74,2.25,76.14,30.37,27.89,6.51
1988-07-01,22.61,0.8,76.64,30.66,28.31,7.94
1988-07-02,21.1,4.76,79.78,29.48,27.62,7.79
1988-07-03,19.62,1.57,79.86,29.59,27.23,8.46
1988-07-04,22.57,0.37,77.85,29.8,26.85,7.86
1988-07-05,20.41,0.61,75.88,29.8,27.17,6.8
1988-07-06,20.77,1.59,74.7,30.11,27.27,6.92
1988-07-07,21.71,1.51,75.6,30.19,27.53,8.27
1988-07-08,19.66,1.79,79.3,29.42,27.53,8.85
1988-07-09,19.66,2.64,78.86,28.96,27.46,8.55
1988-07-10,22.61,2.28,77.9,30.15,27.22,8.33
1988-07-11,22.61,6.45,79.51,29.53,27.3,8.04
1988-07-12,22.64,2.42,80,29.53,27,7.69
1988-07-13,21.67,1.05,74.91,30.6,27.67,7.95
1988-07-14,22.68,0.4,70.34,31.79,27.66,7.14
1988-07-15,25.16,0.01,72.25,31.18,27.87,8.33
1988-07-16,23.65,0.23,77.15,30.22,27.36,8.91
1988-07-17,23.72,0.06,76.43,30.25,26.87,8.67
1988-07-18,24.37,0.23,75.7,30.42,27.37,8.93
1988-07-19,23.08,4.84,80.18,29.2,27.88,8.66
1988-07-20,22.43,3.21,76.93,29.93,27.63,9.41
1988-07-21,20.09,0.86,79.37,28.96,27.49,8.45
1988-07-22,22.07,0.96,84.01,28.16,27.21,7.23
1988-07-23,22.64,0.23,79.27,29.62,26.91,9.81
1988-07-24,22,0.4,77.85,29.8,26.89,8.71
1988-07-25,21.2,1.81,77.26,30.22,26.75,7.96
1988-07-26,22.93,1.46,77.48,29.8,27.21,7.82
1988-07-27,22.46,0.23,82.46,29.22,26.98,8.22
1988-07-28,23.04,1.91,77.9,29.28,26.91,8.06
1988-07-29,22.79,5.31,79.3,29.98,27.15,7.78
1988-07-30,21.31,2.49,80.77,29.87,27.54,7.83
1988-07-31,21.82,1.48,81.97,29.21,27.21,7.24
1988-08-01,20.99,1.76,79.98,29.25,27.19,5.87
1988-08-02,18.86,1.41,78.59,29.39,27.56,7.82
1988-08-03,16.52,2,76.59,29.45,26.93,7.42
1988-08-04,19.48,3.61,79.03,29.97,27.44,7.73
1988-08-05,20.12,1.24,79.86,29.53,27.6,7.96
1988-08-06,20.59,3.91,84.81,28.58,27.52,7.19
1988-08-07,19.19,8.65,82.21,29.83,27.47,5.69
1988-08-08,17.71,6.82,79.76,29.46,27.33,5.75
1988-08-09,20.48,7.42,79.71,28.96,27.95,6.35
1988-08-10,21.13,6.49,74.87,30.86,28.03,5.1
1988-08-11,18.25,6.47,78.48,28.68,27.76,2.81
1988-08-12,19.51,2.19,76.94,29.99,27.61,5.85
1988-08-13,21.82,0.72,76.76,30.61,27.78,8.31
1988-08-14,19.94,2.34,78.49,29.93,27.69,7.8
1988-08-15,21.78,5.8,79.43,29.35,27.58,6.68
1988-08-16,19.08,3.81,78.22,29.27,27.14,6.27
1988-08-17,18.4,2.28,76.64,29.91,26.9,5.05
1988-08-18,9.54,2.8,78.99,29.17,27.24,5.44
1988-08-19,22.75,1.85,82.59,29,27.27,7.09
1988-08-20,20.63,2.76,77.6,29.51,27.16,7.39
1988-08-21,21.06,1.72,77.77,29.52,27.11,6.7
1988-08-22,13.97,1.39,79.88,28.58,27.09,4.01
1988-08-23,21.89,1.76,80.45,29.27,27.37,5.39
1988-08-24,11.45,1.14,80.84,28.28,27.05,4.9
1988-08-25,10.69,1.4,81.63,29.24,27.09,5.25
1988-08-26,15.08,2.32,82.92,28.85,27.35,5.12
1988-08-27,12.67,1.33,80.75,29.01,27.58,5.96
1988-08-28,8.89,9.92,78.28,29.78,27.52,5.07
1988-08-29,20.59,8.68,74.45,30.83,28.01,6.66
1988-08-30,14.51,7.39,77.4,29.2,27.79,7.54
1988-08-31,9.14,1.25,71.99,30.23,27.18,4.29
1988-09-01,20.45,2,77.4,28.18,26.49,3.41
1988-09-02,19.73,3.13,77.3,29.98,27.39,6.52
1988-09-03,19.73,0.55,79.48,29.79,27.77,6.29
1988-09-04,23.65,1.08,78.6,29.54,27.51,7.56
1988-09-05,22.46,1.16,75.35,30.1,27.37,6.78
1988-09-06,9,2.6,79.32,28.86,27.64,5.39
1988-09-07,11.3,3.56,83.14,28.33,27.45,3.91
1988-09-08,22.54,2.59,82.14,28.46,26.98,3.63
1988-09-09,17.1,4.76,78.33,29.18,26.89,3.61
1988-09-10,20.7,3.87,79.89,29.04,26.93,4.46
1988-09-11,13.57,1.94,80,29.14,26.41,4.81
1988-09-12,18.14,2.68,76.16,29.74,26.05,2.95
1988-09-13,10.4,1.51,77.08,28.82,27.59,4.13
1988-09-14,22.5,4.44,78.66,29.12,27.22,5.9
1988-09-15,22.5,3.38,78.33,29.47,27.29,8.15
1988-09-16,22.68,1.23,78.18,29.66,27.71,8.69
1988-09-17,18.9,1.26,76.63,30.16,27.77,8.62
1988-09-18,20.7,4.66,79.4,28.67,27.33,6.81
1988-09-19,11.95,2.62,80.73,28.02,26.75,4.53
1988-09-20,22.75,2.27,80.14,29.17,26.63,6.66
1988-09-21,19.19,0.62,79.32,29.62,27.45,6.37
1988-09-22,22.25,1.3,78.86,29.68,27.45,5.62
1988-09-23,21.6,1.49,80.09,29.5,27.79,6.4
1988-09-24,22.32,0.89,78.21,29.92,27.88,7.89
1988-09-25,22.61,0.75,78.39,30.16,27.41,7.62
1988-09-26,22.86,1.23,81.29,30.31,27.73,7.01
1988-09-27,19.51,1.42,78.1,31.08,27.97,6.63
1988-09-28,23.26,2.39,77.38,30.51,27.89,7.59
1988-09-29,23.33,3.6,79.24,29.55,27.47,7.69
1988-09-30,21.35,1.65,77.46,30.44,27.56,8.29
1988-10-01,20.45,1.03,77.59,29.32,27.03,6.39
1988-10-02,18.18,5.97,81.8,28.59,27.22,4.73
1988-10-03,14.36,3.8,82.44,29.4,27.51,6.16
1988-10-04,18.83,4.54,81.01,29.06,27.36,6.88
1988-10-05,20.45,1.23,81.03,29.64,27.07,6.41
1988-10-06,21.24,4.94,82.76,29.19,27.36,6.05
1988-10-07,20.02,3.39,79.29,30.18,27.19,5.82
1988-10-08,15.73,1.25,74.63,29.04,27.14,5.35
1988-10-09,7.02,2.36,80.67,28.29,27.04,5.63
1988-10-10,18.07,1.21,82,29.25,27.82,6.56
1988-10-11,20.27,1.05,82.53,29.52,27.77,7.01
1988-10-12,16.96,1.7,81.41,29.11,27.59,5.21
1988-10-13,10.33,3.89,83.13,28.14,27.3,4.3
1988-10-14,10.44,2.75,78.28,28.2,26.57,4
1988-10-15,16.96,3.76,77.88,28.29,26.4,2.87
1988-10-16,9.54,7.47,79.35,28.35,26.86,1.56
1988-10-17,3.28,4.7,83.48,27.65,26.62,2.91
1988-10-18,14.51,6.47,86.69,27.77,26.9,5.39
1988-10-19,6.12,5.95,85.18,27.67,26.73,4.16
1988-10-20,18.25,2.42,87.22,27.97,26.71,2.52
1988-10-21,21.6,1.58,83.9,28.26,26.84,1.91
1988-10-22,16.81,3.52,83.49,28.64,27.26,5.18
1988-10-23,16.92,0.39,79.8,29.86,27.31,6.26
1988-10-24,19.44,0.81,80.2,29.86,27.54,6.66
1988-10-25,19.01,2.1,81.84,28.71,27.2,4.8
1988-10-26,17.28,1.06,78.82,28.89,27.3,3.82
1988-10-27,20.41,0.39,79.35,29.18,27.48,5
1988-10-28,19.33,1.32,78.96,29.14,27.46,5.11
1988-10-29,17.96,0.85,79.51,28.92,27.16,3.82
1988-10-30,20.02,0.4,78.76,28.83,27.2,4.18
1988-10-31,16.96,0.27,80.16,29.12,27.41,5.63
1988-11-01,12.78,0.49,82.83,29.23,27.81,4.98
1988-11-02,15.01,1.79,82.99,29.5,27.51,6.52
1988-11-03,17.82,2.15,84.41,28.64,27.55,7.63
1988-11-04,18.4,0.74,83.42,28.85,27.39,7.29
1988-11-05,20.02,0.52,79.05,29.58,27.2,7.87
1988-11-06,14.26,0.56,80.55,29.16,27.2,7.21
1988-11-07,18.86,1.62,81.87,28.71,27.54,6.85
1988-11-08,19.94,1.66,80.1,28.92,27.38,7.54
1988-11-09,16.31,0.72,77.26,29.57,27.27,6.96
1988-11-10,12.56,1.39,83.02,27.7,26.63,7.2
1988-11-11,16.27,1.82,79.33,28.65,25.96,7.41
1988-11-12,13.39,2.14,81.68,27.97,26.69,6.42
1988-11-13,15.8,2.04,84.31,27.89,26.58,5.99
1988-11-14,16.85,1.73,85.75,27.63,26.38,6.08
1988-11-15,13.39,1.26,83.52,28.01,26.46,6.54
1988-11-16,15.7,6.51,84.74,28.07,26.29,5.48
1988-11-17,10.66,9.23,87.34,27.09,26.21,5.97
1988-11-18,9.4,8.55,87.45,26.79,26,5.57
1988-11-19,13.93,9.68,87.91,26.67,25.82,6.35
1988-11-20,17.03,4.93,80.14,27.96,26.08,6.4
1988-11-21,15.66,1.34,80.89,27.85,26.11,6.71
1988-11-22,19.51,0.39,78.96,28.5,26.64,6.71
1988-11-23,18.9,0.27,78.88,28.34,26.06,5.51
1988-11-24,18.79,0.95,82.06,28.41,26.09,4.81
1988-11-25,15.98,1.34,82.9,28.4,26.23,5.91
1988-11-26,15.98,0.92,82.28,28.65,26.62,7.59
1988-11-27,18.43,0.79,83.64,28.4,26.73,7.82
1988-11-28,21.46,0.8,81.09,28.57,26.7,7.07
1988-11-29,19.26,0.46,79.41,28.55,26.44,6.84
1988-11-30,16.42,0.99,80.06,28.4,26.49,7.72
1988-12-01,17.5,0.29,72.51,28.42,26.3,7.42
1988-12-02,16.92,0.25,75.94,28.1,25.96,6.51
1988-12-03,16.92,0.11,75.19,27.96,26.16,6.81
1988-12-04,16.88,0.04,73.37,27.92,25.81,5.76
1988-12-05,17.39,0.02,75.19,27.27,25.24,5.67
1988-12-06,17.28,2.53,77.54,27.52,25.62,6.38
1988-12-07,16.34,2.27,77.46,28.04,26.1,7.1
1988-12-08,13.86,1.19,77.06,28.04,26.37,7.76
1988-12-09,18.29,0.99,76.71,27.94,25.95,6.7
1988-12-10,11.95,0.91,80.67,27.4,25.47,7.31
1988-12-11,15.7,0.51,78.95,28.08,26.11,6.86
1988-12-12,17.71,0.28,79.44,28.13,25.87,7.77
1988-12-13,16.56,0.07,77.26,27.65,25.63,6.58
1988-12-14,13.54,0.56,78.8,27.56,25.14,6.99
1988-12-15,16.67,0.62,80.9,28.06,25.67,8.75
1988-12-16,17.89,0.04,76.85,27.88,25.65,7.49
1988-12-17,17.75,0.55,78.42,27.73,25.4,6.53
1988-12-18,17.86,1.12,79.06,27.31,25.38,6.6
1988-12-19,15.66,0.81,78.37,27.6,25.53,8.16
1988-12-20,15.73,0.46,79.62,26.66,25.57,7.83
1988-12-21,16.27,0.94,75.77,27.62,25.28,7.42
1988-12-22,18.43,0.19,79.04,27.28,25.26,6.11
1988-12-23,16.34,0.08,80.48,27.43,25.19,6.59
1988-12-24,16.31,0.09,80.73,27.32,25.23,7.4
1988-12-25,16.7,0.21,82.7,27.62,25.28,7.6
1988-12-26,16.52,0.41,82.7,27.53,25.3,7.66
1988-12-27,15.19,2.94,84.46,27.22,25.15,7.72
1988-12-28,16.27,3.24,84.09,27.25,25.3,7.77
1988-12-29,15.41,2.41,81.2,27.38,25.15,7.53
1988-12-30,8.93,4.91,83.63,26.83,25.36,7.89
1988-12-31,10.84,5.06,88.25,25.71,25.12,7.14
1989-01-01,8.89,0.69,86.71,26.6,25,7.55
1989-01-02,8.86,0.36,88.79,25.78,24.87,7.33
1989-01-03,16.2,0.1,83.82,26.93,24.99,6.61
1989-01-04,17.35,0.07,81.2,27.16,24.82,6.01
1989-01-05,19.62,0.1,83.97,27.18,24.82,6.98
1989-01-06,14.08,0.15,79.94,27.04,24.82,8.47
1989-01-07,15.62,0.05,80.52,27.15,24.69,8.34
1989-01-08,20.99,0.06,76.05,27.05,24.53,8.3
1989-01-09,17.46,0.56,77.85,26.53,24.27,7.16
1989-01-10,17.68,0.73,81.24,26.79,24.28,7.27
1989-01-11,19.94,0.37,81.31,27.05,24.62,8.05
1989-01-12,10.15,0.18,80.92,27.23,24.93,8.37
1989-01-13,17.96,0.38,82.48,27.11,24.76,8.37
1989-01-14,16.16,0.2,83.55,26.72,24.53,8.43
1989-01-15,17.68,0.09,75.79,26.58,24.57,8.83
1989-01-16,18,0,78.53,26.84,24.45,9.16
1989-01-17,18.65,0,75.23,26.71,24.52,9.2
1989-01-18,18.36,0,75.72,26.66,24.36,9.33
1989-01-19,17.82,0.01,76.68,26.88,24.31,8.74
1989-01-20,16.81,0,80.36,26.74,24.36,8.51
1989-01-21,18.22,0,83.47,27.4,24.49,8.81
1989-01-22,17.46,0,83.97,27.32,24.58,9.42
1989-01-23,18.72,0,83.59,27.04,24.38,9.51
1989-01-24,17.75,0,83.04,26.36,24.16,8.6
1989-01-25,20.02,0,78.22,26.47,24.17,7.59
1989-01-26,19.62,0.03,78.42,26.51,23.98,7.83
1989-01-27,20.05,0.07,80.42,26.12,23.68,7.34
1989-01-28,19.37,0.01,77.91,26.26,24,6.6
1989-01-29,20.2,0.02,79.75,26.11,23.85,7.37
1989-01-30,19.51,0.02,81.3,26.01,23.76,7.59
1989-01-31,19.91,0.02,82.91,26.51,23.72,7.36
1989-02-01,19.37,0.04,77.56,26.27,24.03,8.72
1989-02-02,21.13,0.04,77.81,26.25,23.66,8.53
1989-02-03,19.48,0.05,80.7,25.66,23.57,7.96
1989-02-04,18.54,0.08,78.69,25.55,23.48,7.53
1989-02-05,18.76,0.27,80.01,26.19,23.69,7.93
1989-02-06,20.2,0.42,82.73,26.25,23.68,9.01
1989-02-07,19.76,0.24,79.09,26.14,23.82,9.63
1989-02-08,21.78,0.36,75.76,26.08,23.7,9.33
1989-02-09,22.68,0.18,74.47,26.3,23.8,9.33
1989-02-10,20.63,0.15,78.32,26.27,23.69,8.53
1989-02-11,20.63,0.22,77.81,26.41,23.97,8.49
1989-02-12,17.1,0.04,79.82,26.37,23.75,7.88
1989-02-13,21.35,0.09,74.48,26.4,24.09,8.78
1989-02-14,21.17,0.18,75.14,26.06,23.85,8.45
1989-02-15,22.97,1.02,72.23,25.63,23.52,6.64
1989-02-16,19.4,0.97,75.83,25.07,22.55,3.4
1989-02-17,22.93,0.07,78.62,26.87,23.75,5.81
1989-02-18,24.41,0.07,82.3,27.49,23.95,7.6
1989-02-19,21.56,0.09,83.71,27.6,24.49,8.09
1989-02-20,18.61,0,82.92,27.47,24.84,8.87
1989-02-21,18.25,0.01,80.74,27.22,24.59,9.5
1989-02-22,22.93,0.01,79.76,27.22,24.52,8.93
1989-02-23,20.99,0.03,80.44,27.31,24.53,8.31
1989-02-24,21.85,0.67,82.3,27.29,24.54,7.79
1989-02-25,17.17,1.56,82.81,27.22,24.63,7.69
1989-02-26,15.23,1.72,86.15,26.82,24.47,8.17
1989-02-27,18.25,0.5,84.3,27.24,24.47,9.57
1989-02-28,21.35,0.05,81.01,27.43,24.43,7.76
1989-03-01,20.45,0.04,79.49,27.29,24.33,9.58
1989-03-02,21.78,0,77.91,27.13,24.53,9.35
1989-03-03,21.92,0.27,79.43,27.47,24.43,8.8
1989-03-04,18.65,0.37,80.85,27.65,24.65,9.68
1989-03-05,16.56,0.12,80.28,27.21,24.7,9.93
1989-03-06,19.98,0.01,77.42,26.96,24.49,8.89
1989-03-07,24.23,0.04,77.43,26.86,24.25,7.97
1989-03-08,22.18,0.26,80.41,27.35,24.37,8.24
1989-03-09,20.88,0.04,81.61,27.14,24.26,8.03
1989-03-10,20.7,0.01,80.09,27.06,24.26,6.64
1989-03-11,15.41,0.22,80.86,27.15,24.45,4.75
1989-03-12,10.62,1.7,81.24,26.78,24.58,4.43
1989-03-13,7.2,2.3,80.22,26.64,24.35,5.08
1989-03-14,13.93,0.44,79.62,27.13,24.51,6.71
1989-03-15,19.8,0.06,79.66,27.04,24.56,7.74
1989-03-16,22.14,2.44,76.86,26.91,24.66,7.8
1989-03-17,20.48,2.88,76.64,26.12,24.71,7.51
1989-03-18,25.06,0.09,75.73,27.12,24.38,6.86
1989-03-19,21.82,0.28,76.25,27.31,24.71,6.82
1989-03-20,19.76,0.61,77.62,27.07,24.82,6.18
1989-03-21,23.33,0.07,75.23,26.75,24.42,5.88
1989-03-22,23.04,0.17,78.17,26.95,24.48,5.55
1989-03-23,23.15,0.45,81.2,27.33,24.61,6.44
1989-03-24,22.32,0.29,78.06,27.65,25.06,8.12
1989-03-25,23.15,0.03,74.32,27.46,24.92,8.17
1989-03-26,22.9,0.08,74.74,27.61,24.86,8.22
1989-03-27,22.72,0.16,74.07,27.51,25.03,8.31
1989-03-28,20.3,0.03,71.98,27.61,25.06,7.2
1989-03-29,25.88,0.01,71.19,27.79,25.09,6.75
