date,srad,rain,rhum,tmax,tmin,wvel
1996-12-29,25.52,0.48,78.57,17.49,8.51,1.48
1996-12-30,21.28,0.02,85.27,15.37,9.21,1.42
1996-12-31,23.87,0,82.65,16.71,7.75,1.33
1997-01-01,23,0.14,76.7,17.43,7.82,1.42
1997-01-02,10.55,4.71,91.35,16.71,7.9,1.05
1997-01-03,15.3,1.6,86.28,16.12,6.99,1.67
1997-01-04,21.28,0.38,79.67,18.03,7.26,1.78
1997-01-05,28.12,0.17,80.72,17.56,9.13,1.54
1997-01-06,22.82,2.68,82.57,15.9,8.43,1.17
1997-01-07,19.22,0.33,80.75,15.03,8.05,1.3
1997-01-08,23.11,0.78,80.85,16.95,8.3,1.71
1997-01-09,20.81,0.48,86.23,16.71,8.56,1.5
1997-01-10,15.37,8.12,82.73,16.26,7.04,1.38
1997-01-11,19.51,8.37,84.41,16.78,6.03,1.82
1997-01-12,13.57,16.13,89.88,15.11,8.46,1.29
1997-01-13,15.37,4.05,88.32,16.71,7.44,1.09
1997-01-14,17.1,2.86,88.13,16.71,7,1.4
1997-01-15,21.82,1.43,83.23,16.54,6.64,1.78
1997-01-16,18.07,4.16,86.07,16.71,6.33,1.13
1997-01-17,17.93,15.35,86.46,16.52,6.6,1.51
1997-01-18,23.47,7.56,87.12,15.66,6.34,1.23
1997-01-19,11.88,1.83,86.59,15.83,7.18,1.38
1997-01-20,12.46,12.75,89.43,16.71,7.21,1.35
1997-01-21,18.25,9.3,87.94,15.34,6.93,1.3
1997-01-22,18.43,0.82,86.57,16.71,5.94,1.09
1997-01-23,14,0.48,85.63,15.53,6.85,1.51
1997-01-24,19.76,1.85,89.29,16.71,7.9,1.4
1997-01-25,19.66,4.38,84.23,17.36,7.26,1.74
1997-01-26,19.94,8.91,90.14,16.71,8.46,1.02
1997-01-27,18.4,11.15,92.08,16.71,6.21,1.26
1997-01-28,19.55,3.57,87.58,15.76,5.94,1.14
1997-01-29,11.02,10.62,91.27,16.71,6.93,1.12
1997-01-30,11.41,4.82,85.41,15.22,7.32,1.71
1997-01-31,18.36,0.26,83.16,16.71,6.37,1.86
1997-02-01,21.92,1.92,79.26,17.52,6.35,1.51
1997-02-02,23.36,1.21,88.51,16.71,8.03,0.96
1997-02-03,18.97,0.89,85.59,16.71,7.66,1.31
1997-02-04,18.47,0.8,82.56,16.6,6.96,1.54
1997-02-05,14.4,5.63,88.26,15.18,6.3,1.11
1997-02-06,16.63,5.04,89.73,15.02,6.09,1.46
1997-02-07,16.96,1.06,86.45,16.71,7.21,1.74
1997-02-08,20.16,14.22,83.92,16.03,6.22,1.75
1997-02-09,18.58,1.95,84.89,15.86,6.01,1.47
1997-02-10,14.51,0.46,84.42,16.22,6.3,1.57
1997-02-11,18.76,1.49,86.69,16.71,7.36,1.59
1997-02-12,19.62,0.51,84.11,16.71,6.39,1.18
1997-02-13,19.08,2.26,82.98,16.53,6.47,1.73
1997-02-14,21.92,1.8,90.65,16.71,8.6,1.5
1997-02-15,22.72,2.06,87.03,16.36,7.55,1.65
1997-02-16,19.08,3.76,89.4,16.71,7.96,1.15
1997-02-17,20.2,9.41,91.13,15.09,8.23,1.21
1997-02-18,15.01,14.16,87.89,16.64,7.65,1.4
1997-02-19,18.32,2.72,89.66,16.71,8.4,1.32
1997-02-20,14.15,8.85,89.12,15.97,8.55,1.56
1997-02-21,9.18,6.19,90.42,16.71,7.36,1.12
1997-02-22,15.91,3.1,85.48,15.96,7.27,1.57
1997-02-23,14.83,0.74,84.95,16.71,6.9,1.91
1997-02-24,22.25,0.91,80.76,16.78,5.89,1.67
1997-02-25,22,0.33,79.25,17.08,6.21,1.57
1997-02-26,23.36,0.21,84.29,16.95,7.06,1.78
1997-02-27,19.8,0.23,85.89,16.71,7.75,1.32
1997-02-28,18.94,15.79,85.26,15.54,7.56,1.45
1997-03-01,17.75,5.96,87.93,16.27,7.16,1.45
1997-03-02,17.21,15.7,88.57,15.76,7.83,1.25
1997-03-03,20.7,16.61,91.07,16.71,7.4,0.93
1997-03-04,18.43,10.83,91.78,16.71,6.68,0.89
1997-03-05,14.98,6.98,86.82,15.21,6.62,1.58
1997-03-06,15.23,9.98,85.24,16.41,6.52,1.62
1997-03-07,20.12,14.34,88.27,15.74,7.55,1.26
1997-03-08,19.58,2.57,89.62,16.71,6.65,1.07
1997-03-09,20.27,19.42,89.68,16.71,6.68,1.24
1997-03-10,18.11,4.82,86.96,16.71,7.54,0.65
1997-03-11,18.94,2.36,90.23,16.71,7.66,1.24
1997-03-12,22.82,0.83,85.39,15.86,6.4,1.18
1997-03-13,23.65,0.12,86.98,16.55,8.08,1.34
1997-03-14,25.24,0.24,89.71,16.71,8.07,1.36
1997-03-15,15.16,0.08,89.13,16.71,8.48,1.04
1997-03-16,17.42,0.02,89.58,16.71,8.74,0.86
1997-03-17,19.26,1.31,92.43,16.71,8.44,0.85
1997-03-18,23.94,1.06,89.68,16.71,8.55,0.76
1997-03-19,25.96,0.63,93.26,16.71,8.48,0.5
1997-03-20,17.57,0.32,89.37,15.64,8.61,1.27
1997-03-21,20.45,1.58,87.77,16.71,6.43,0.69
1997-03-22,18.83,1.29,89.53,16.71,7.63,0.82
1997-03-23,17.32,0.62,88.69,15.67,8.99,0.79
1997-03-24,20.16,3.8,93.56,16.71,9.12,1.34
1997-03-25,26.21,0.31,82.51,17.16,6.66,1.12
1997-03-26,24.48,0.1,83.57,16.97,7.35,1.07
1997-03-27,21.35,2.31,91.69,16.71,6.13,1.25
1997-03-28,14.15,0.65,86,16.71,5.09,1.27
1997-03-29,16.02,7.09,85.4,16.71,5.74,1.21
1997-03-30,17.14,1.21,84.64,15.68,5.55,1.07
1997-03-31,19.87,2.28,84.59,15.54,6.21,1.24
1997-04-01,23.94,0.41,84.77,15.77,6.96,1.1
1997-04-02,22.14,0,84.41,16.86,7.59,1.16
1997-04-03,24.77,0,85.62,16.68,7.58,1.23
1997-04-04,19.08,1.36,89.91,16.71,6.33,1.01
1997-04-05,17.82,0.49,81.07,15.98,5.19,1.27
1997-04-06,20.09,0.46,85.95,16.71,6.68,1.46
1997-04-07,18.36,0.78,83.36,16.71,4.91,1.56
1997-04-08,17.93,6.43,86.11,16.71,5.71,1.29
1997-04-09,15.52,0.35,84.6,16.71,5.69,1.16
1997-04-10,19.69,0.52,87.58,16.71,5.86,1.03
1997-04-11,19.08,0.68,88.36,16.71,6.35,1.26
1997-04-12,10.55,4.88,89.44,16.71,6.52,0.99
1997-04-13,14.54,0.62,84.99,16.2,5.62,1.28
1997-04-14,19.91,0.21,85.64,16.7,7.27,1.25
1997-04-15,21.13,0.1,85.26,16.32,7.35,1.13
1997-04-16,19.69,3.65,88.29,16.71,8.27,1.21
1997-04-17,13.57,0.99,83.33,16.71,7.79,1.03
1997-04-18,20.59,0.68,81.64,16.46,6.55,1.49
1997-04-19,21.17,0.19,80.15,17.33,7.09,1
1997-04-20,21.06,1.06,83.57,17.3,7.72,1.06
1997-04-21,19.84,1.35,88.07,16.01,9.12,1.11
1997-04-22,20.63,0.02,83.57,17.17,8.12,0.97
1997-04-23,20.81,0.09,84.93,16.53,8.09,1
1997-04-24,21.74,0.02,82.5,17.87,8.56,0.96
1997-04-25,16.24,0.02,86.26,16.29,8.83,1.35
1997-04-26,17.28,1.17,87.39,16.71,7.34,1
1997-04-27,20.23,0.54,82.91,17.05,7.87,1.02
1997-04-28,13.32,0.09,84.26,15.81,7.46,1.44
1997-04-29,16.2,0.4,87.61,16.71,7.76,1.36
1997-04-30,17.17,0.8,85.38,16.71,6.56,1.07
1997-05-01,20.74,0.01,81.33,16.13,6.57,1.23
1997-05-02,18.43,0,79.66,16.46,6.88,1.2
1997-05-03,17.14,0.93,82.61,16.71,7.27,1.34
1997-05-04,15.62,1.45,86.57,16.71,5.93,1.18
1997-05-05,15.05,0.02,79.8,15.36,5.97,1.42
1997-05-06,20.66,0,75.89,15.42,5.13,1.39
1997-05-07,23.54,0,73.41,15.87,4.72,1.24
1997-05-08,17.53,0.04,79.29,15.88,5.84,1.11
1997-05-09,18.36,0.07,86.05,15.22,6.63,1.26
1997-05-10,18.32,0,84.86,16.71,7.14,1.24
1997-05-11,17.53,0.08,83.37,16.71,5.97,1.51
1997-05-12,17.71,0.28,83.37,15.15,5.94,1.31
1997-05-13,20.48,0.08,81.87,16.44,5.76,1.3
1997-05-14,20.23,0.14,86.22,16.71,6.98,1.01
1997-05-15,19.58,0.11,83.87,15.62,6.67,0.95
1997-05-16,20.3,0.16,87.13,16.71,7.37,0.9
1997-05-17,17.28,0.38,80.27,16.71,6.16,1.31
1997-05-18,11.81,1.84,87.03,16.71,6.79,1.31
1997-05-19,15.77,0.09,81.2,16.71,6.19,1.32
1997-05-20,13.43,0.01,79.12,16.15,6.32,1.33
1997-05-21,16.96,0,78.67,17.08,6.85,1.22
1997-05-22,15.37,0.46,85.45,16.71,7.21,1.14
1997-05-23,19.04,0.16,85.92,16.71,4.91,0.72
1997-05-24,20.56,0,70.76,16.82,2.48,1.25
1997-05-25,20.45,0,78.26,15.23,6.02,1.13
1997-05-26,21.31,0,80.47,15.73,5.7,1.22
1997-05-27,21.67,0,76.42,16.87,5.05,1.26
1997-05-28,19.69,0.03,80.51,15.73,6.36,1.3
1997-05-29,19.66,0,80.55,15.6,6.97,1.3
1997-05-30,20.77,0,70.76,17.12,4.1,1.29
1997-05-31,21.02,0,72.65,17.45,4.38,1.39
1997-06-01,16.92,0.03,81.46,16.71,7.12,1.21
1997-06-02,18.22,0.18,85.04,15.07,7.02,1.37
1997-06-03,18.83,0.03,79.64,16.64,6.62,1.06
1997-06-04,21.1,0,66.4,18.65,3.92,1.1
1997-06-05,20.7,0,71.38,18.22,4.84,1.14
1997-06-06,18.86,0,79.4,16.85,6.99,1.08
1997-06-07,20.02,0,84.09,15.48,8.11,1.3
1997-06-08,19.58,0,82.73,16.71,6.64,1.19
1997-06-09,17.82,0.04,75.85,16.33,5.52,1.39
1997-06-10,19.01,0.09,79.93,15.73,5.71,1.45
1997-06-11,20.27,0,79.28,15.54,6.42,1.37
1997-06-12,20.23,0,80.95,15.34,6.39,1.04
1997-06-13,20.74,0,75.98,15.77,5.55,1.12
1997-06-14,20.92,0,68.55,18.19,5.77,1.01
1997-06-15,19.08,0.05,70.1,17.85,4.06,1.3
1997-06-16,17.5,0.01,77.04,17.25,6.94,1.43
1997-06-17,18.54,0,77.28,16.55,7.2,1.66
1997-06-18,16.02,0,77.75,16.11,4.96,1.55
1997-06-19,15.95,0,78.23,15.49,7.21,1.06
1997-06-20,20.92,0,71.02,18.63,5.64,1.26
1997-06-21,20.99,0,68,19.14,6.01,1.24
1997-06-22,20.34,0,77.64,17.99,8.05,1.28
1997-06-23,20.63,0,67.45,18.39,6.89,1.48
1997-06-24,21.38,0,65.52,18.64,4.4,1.45
1997-06-25,20.56,0,67.64,17.98,4.62,1.38
1997-06-26,18.61,0,72.44,17.91,6.57,1.37
1997-06-27,18,0,76.91,17.04,8.39,1.23
1997-06-28,15.41,0,74.62,17.49,7.61,1.43
1997-06-29,11.63,0.52,76.53,17.2,7.5,1.59
1997-06-30,13.97,0.17,77.28,16.72,7.29,1.54
1997-07-01,19.73,0,77.04,16.51,6.22,1.24
1997-07-02,20.34,0,73.05,17.93,6.19,1.31
1997-07-03,20.99,0,74.63,17.73,7.31,1.51
1997-07-04,21.6,0,73.27,17.82,7.68,1.56
1997-07-05,20.95,0,72.02,17.68,7.19,1.46
1997-07-06,17.89,0,67.17,18.69,5.81,1.54
1997-07-07,19.15,0,71.61,16.99,6.92,1.32
1997-07-08,16.45,0,71.69,18.05,6.98,1.59
1997-07-09,18.9,0,72.4,18,7.42,1.58
1997-07-10,20.77,0,78.22,16.67,6.4,1.52
1997-07-11,17.46,0,73.82,17.6,7.4,1.41
1997-07-12,20.84,0,71.09,18.22,6.75,1.33
1997-07-13,21.2,0,67.05,18.74,6.37,1.65
1997-07-14,20.02,0.08,66.4,16.87,5.35,1.62
1997-07-15,20.88,0.03,65.76,18.06,3.72,1.43
1997-07-16,20.84,0,64.96,19.49,4.78,1.52
1997-07-17,19.26,0,72.39,18.28,7.54,1.41
1997-07-18,17.06,0,75.94,15.31,6.52,1.07
1997-07-19,18.97,0,75.2,16.71,5.89,1.24
1997-07-20,16.88,0,74.64,15.8,6.09,1.53
1997-07-21,17.35,0,71.68,17.15,5.4,1.37
1997-07-22,20.59,0.12,65.18,17.71,4.74,1.66
1997-07-23,20.52,0.31,66.32,16.56,6.47,1.43
1997-07-24,17.5,0,64.07,17.21,5.5,1.56
1997-07-25,18.79,0,62.59,17.89,4.2,1.56
1997-07-26,18.14,0,66.7,18.05,6.09,1.5
1997-07-27,17.21,0,72.58,16.86,6.59,1.38
1997-07-28,20.48,0,73.01,17.34,5.8,1.5
1997-07-29,19.01,0.39,80.81,16.71,5.7,1.06
1997-07-30,16.24,0.18,77.93,16.53,6.08,1.86
1997-07-31,14.58,0.09,70.52,17.91,7,1.63
1997-08-01,11.05,0,72.5,17.6,7.53,1.72
1997-08-02,15.26,0.62,76.24,17.17,7.93,1.57
1997-08-03,19.01,0.07,84.2,16.71,7.5,1.14
1997-08-04,18.72,0.01,77.55,15.25,6.19,1.46
1997-08-05,17.17,0,76.33,15.94,6.32,1.66
1997-08-06,14.9,1.45,71.88,16.67,6,1.73
1997-08-07,10.3,3.64,78.3,16.71,4.82,1.65
1997-08-08,9.68,3.16,79.63,16.71,3.81,1.66
1997-08-09,18.58,0.52,73.36,16.71,2.59,1.53
1997-08-10,10.19,1.51,67.38,16.71,2.46,1.77
1997-08-11,9.32,0.22,65.14,16.71,1.6,1.87
1997-08-12,14.47,0.06,61.81,16.67,2.62,1.7
1997-08-13,16.78,0.07,60.06,18.1,3.68,1.62
1997-08-14,20.02,0,68.39,16.71,6.01,1.53
1997-08-15,18.68,0,71.98,15.3,5.92,1.4
1997-08-16,19.15,0,69.97,17.69,6.62,1.62
1997-08-17,17.6,0,66.69,18.21,7.29,1.64
1997-08-18,18.11,0,66.98,18.17,7.31,1.65
1997-08-19,9,0.06,71.32,17.91,7.78,1.83
1997-08-20,20.66,0.07,75.27,17.69,8.09,2.09
1997-08-21,14.98,0.74,73.41,15.16,5.38,1.17
1997-08-22,18.61,0.11,66.82,18.1,5.99,1.64
1997-08-23,18.86,0,77.08,16.38,7.33,1.57
1997-08-24,20.45,0.7,77.09,16.71,6.05,0.77
1997-08-25,21.2,0.14,71.61,16.76,7.56,1.26
1997-08-26,22.28,0.02,75.16,15.51,7.29,1.59
1997-08-27,20.56,0,62.64,18.73,5.38,1.74
1997-08-28,21.82,0,59.4,18.65,6.48,1.62
1997-08-29,22.64,1.42,59.72,18.84,4.91,1.54
1997-08-30,23.9,0.14,59.87,19.77,6.63,1.66
1997-08-31,22.72,0.01,66.36,17.87,7.69,1.5
1997-09-01,22.97,0,74.47,16.53,7.55,1.37
1997-09-02,22.43,0,69.3,18.6,6.95,1.6
1997-09-03,22.28,0,59.27,20.13,6.67,1.73
1997-09-04,22.93,0,66.23,20.48,8.95,1.8
1997-09-05,25.06,0,73.57,16.58,9.16,0.89
1997-09-06,25.27,0,62.16,20.86,8.36,1.77
1997-09-07,26.1,0,50.87,22.59,5.96,1.67
1997-09-08,26.71,0,57.26,22.68,6.51,1.93
1997-09-09,26.24,0,57.02,21.95,7.74,1.91
1997-09-10,18.47,0.23,63.06,20.96,7.38,1.85
1997-09-11,13.43,0.86,77.01,15.79,6.76,1.47
1997-09-12,19.33,0.04,60.86,18.74,5.17,1.71
1997-09-13,19.87,0.04,60.99,21.11,6.88,1.88
1997-09-14,11.41,0.13,77.32,16.72,9.55,2.39
1997-09-15,17.14,0.13,80.08,17.18,8.44,2.31
1997-09-16,12.92,0.52,69.48,18.73,8.19,2.51
1997-09-17,21.06,0.18,69.24,20.26,9.42,2.59
1997-09-18,21.2,0.04,75.12,18.07,9.07,2.35
1997-09-19,25.09,0.16,65.66,20.38,8.24,2.2
1997-09-20,22.43,0.02,61.69,19.85,8.44,1.55
1997-09-21,24.59,0.6,72.54,16.4,8.11,1.56
1997-09-22,17.28,0.51,67.12,19.47,6.6,1.99
1997-09-23,20.09,0.05,69.28,19.49,7.75,2.12
1997-09-24,18.25,3.26,72.11,18.06,8.19,2.18
1997-09-25,14.65,1.8,72.4,19.14,7.64,2.36
1997-09-26,14.87,1.45,85.58,15.41,9.57,3.18
1997-09-27,11.2,3.25,89.23,16.71,8.41,2.54
1997-09-28,17.71,2.16,75.29,17.21,7.11,2
1997-09-29,17.86,5.63,76.4,18.34,7.98,2.12
1997-09-30,20.27,3.01,73.9,18.86,7.95,1.66
1997-10-01,25.78,0.43,63.06,21.48,7.57,1.62
1997-10-02,26.17,0.6,64.02,21.18,7.39,1.7
1997-10-03,25.74,0.02,66.86,21.9,8.15,1.6
1997-10-04,21.46,0,76.59,17.99,8.31,0.96
1997-10-05,19.66,3.29,77.48,18.12,9.81,1.56
1997-10-06,17.21,2.56,83.64,16.27,8.68,1.6
1997-10-07,19.76,0.12,69.88,19.89,7.21,1.86
1997-10-08,19.98,0.04,65.67,20.47,6.8,2.03
1997-10-09,20.59,0.06,67.73,19.8,8.69,2.32
1997-10-10,17.5,0.27,64.07,21.39,8.85,1.98
1997-10-11,18.58,0.31,71.86,18.67,9.98,2.43
1997-10-12,18.14,0.15,78.56,17.12,10.18,2.68
1997-10-13,18.25,0.39,75.78,16.6,9.75,1.62
1997-10-14,14.08,4.87,82.41,16.71,8.25,1.05
1997-10-15,14,1.09,70.91,20.54,7.19,1.75
1997-10-16,19.76,1.47,77.4,18.58,9.51,1.72
1997-10-17,20.3,0.66,74.26,18.45,8.95,1.82
1997-10-18,16.56,5.7,77.41,15.78,7.23,1.33
1997-10-19,27.18,1.51,69.17,21.66,8.59,1.84
1997-10-20,23.98,0.16,68.92,21.31,9.64,1.57
1997-10-21,14.11,0.99,76.73,18.63,9.92,1.65
1997-10-22,24.77,0.28,80.88,16.33,10.24,1.43
1997-10-23,19.33,0.07,72.63,18.39,9.01,1.62
1997-10-24,21.82,1.72,73.67,20.45,9.21,1.71
1997-10-25,22.46,0.72,77.33,17.57,9.98,1.5
1997-10-26,22.28,0.1,68.95,21.48,9.69,2.15
1997-10-27,23.94,0.25,66.8,22.41,9.69,1.94
1997-10-28,19.37,0.1,67.07,20.54,8.2,1.25
1997-10-29,22.46,0,73.76,18.31,10.06,1.57
1997-10-30,22.68,0.27,84.69,16.71,7.2,1.08
1997-10-31,20.66,0.15,78.35,16.35,7.07,1.83
1997-11-01,18.79,1.93,73.2,19.42,8.55,2.21
1997-11-02,18.76,11.86,80.26,18.45,7.69,1.78
1997-11-03,16.42,11.85,83.3,16.84,8.09,1.57
1997-11-04,18.54,16.19,77.74,18.38,6.39,1.86
1997-11-05,21.49,1.02,74.29,18.81,7.06,1.69
1997-11-06,17.39,5.47,82.6,18.22,9.36,1.84
1997-11-07,20.02,1.85,70.98,19.44,7.13,1.97
1997-11-08,21.02,0.18,68.91,19.55,7.23,2.11
1997-11-09,19.04,2.06,78.61,18.81,8.97,1.54
1997-11-10,18.36,16.08,87.84,16.2,7.83,1.51
1997-11-11,22.39,4.5,81.34,16.73,7.91,1.43
1997-11-12,29.41,0.82,71.75,19.85,6.86,1.54
1997-11-13,28.15,0,69.35,20.83,8.63,1.63
1997-11-14,26.89,1.85,76.52,17.97,9.73,2.22
1997-11-15,23.29,0.57,79.1,16.71,8.43,1.61
1997-11-16,25.13,0.27,72.51,19.32,7.14,1.8
1997-11-17,24.98,0.72,80.83,16.34,9.19,1.43
1997-11-18,19.69,1.6,82.65,16.7,7.72,0.92
1997-11-19,20.81,14.66,81.22,18.01,6.77,1.73
1997-11-20,26.24,2.65,75.34,18.38,6.3,1.54
1997-11-21,23.4,6.4,82.33,17.35,8.91,1.69
1997-11-22,16.24,4.24,83.76,17.86,8.84,1.87
1997-11-23,18.61,2.64,84.12,17.88,8.63,1.19
1997-11-24,25.81,3.17,77.1,19.04,8.29,1.3
1997-11-25,27.04,0.96,74.62,20.15,9.09,1.42
1997-11-26,29.63,0.01,76.01,19.95,9.93,1.51
1997-11-27,22.07,0,81.62,16.71,8.27,0.82
1997-11-28,23.08,0,76.36,18.14,8.24,1.62
1997-11-29,26.96,0.01,76.01,18.32,9.46,1.5
1997-11-30,26.75,0.04,71.36,19.9,9.35,1.64
1997-12-01,28.51,0.73,77.7,17.95,9.62,1.46
1997-12-02,22.07,2.58,84.84,16.75,9.7,1.5
1997-12-03,28.22,0.17,82.53,16,10.26,0.98
1997-12-04,19.84,0,77.33,18.77,9.79,1.36
1997-12-05,25.92,0.1,76.01,17.93,10.03,1.96
1997-12-06,22.93,0.61,78.21,19.61,9.59,2.17
1997-12-07,27,1.58,77.97,18.86,9.4,2.26
1997-12-08,28.8,0.27,78.93,16.53,8.79,1.03
1997-12-09,13.72,5.52,79.64,18.26,7.35,1.44
1997-12-10,19.91,13.25,87.55,16.24,8.05,1.07
1997-12-11,14.15,3.07,83.38,17.44,8.88,1.41
1997-12-12,17.89,0.55,79.71,18.06,10.04,1.26
1997-12-13,25.13,0.33,80.61,17.12,9.71,1.3
1997-12-14,20.52,3.75,76.79,20.4,9.17,1.68
1997-12-15,23.47,3.02,87.48,17.33,8.74,1.35
1997-12-16,25.85,15.61,84.68,18.56,8.85,1.75
1997-12-17,16.06,8.18,86.68,18.39,8.84,1.54
1997-12-18,19.66,6.66,87.47,17.1,8.98,1.71
1997-12-19,22.64,3.98,83.61,17.26,8.6,1.58
1997-12-20,17.1,2.5,85.93,16.71,6.85,1.01
1997-12-21,20.63,2.11,79.57,19.21,7.9,1.93
1997-12-22,22.46,16.02,88.22,15.98,8.71,1.47
1997-12-23,20.09,24.05,83.81,17.87,7.73,1.66
1997-12-24,17.14,6.05,86.43,18.05,9.09,1.81
1997-12-25,17.24,11.81,84.87,17.45,7.55,1.66
1997-12-26,17.17,2.93,82.71,18.42,8.52,1.53
1997-12-27,18.32,4.21,86.44,16.39,7.44,1.14
1997-12-28,18.83,0.94,84.74,18.43,9.81,1.55
1997-12-29,19.8,0.32,89.31,16.71,8.71,1.32
1997-12-30,21.96,1.15,91.37,15.19,7.65,1.21
1997-12-31,22.21,0.39,88.14,16.91,7.33,1.36
1998-01-01,18.79,0.33,86.62,16.71,7.11,0.65
1998-01-02,15.88,1.88,84.44,15.94,5.9,1.57
1998-01-03,19.19,2.81,89.25,16.26,9.36,1.47
1998-01-04,13.64,5.73,89.18,17.33,8.12,1.69
1998-01-05,18.9,6.76,85.06,18.05,7.83,1.59
1998-01-06,17.5,14.41,89.61,16.64,9.49,1.1
1998-01-07,16.16,11.46,93.21,16.71,8,0.62
1998-01-08,14.65,4.16,88.33,16.42,7.78,1.54
1998-01-09,21.85,0.94,84.85,17.5,8.58,1.58
1998-01-10,19.19,0.63,90.41,16.13,10.13,1.37
1998-01-11,16.81,5.4,89.12,15.32,7.74,1.13
1998-01-12,20.63,2.6,85.93,18.47,8.52,1.51
1998-01-13,15.19,4.28,88.17,16.94,7.27,1.51
1998-01-14,24.66,1.29,82.55,19.01,8.64,1.55
1998-01-15,21.85,0.39,89.84,15.7,8.35,1.29
1998-01-16,25.06,4.28,83.37,18.23,9.36,1.93
1998-01-17,26.78,2.19,82.76,19.42,8.9,1.65
1998-01-18,26.14,4.67,81.2,18.61,9.58,1.48
1998-01-19,16.85,0.83,76.73,18.38,8.9,1.6
1998-01-20,21.02,0.05,76.09,18.7,7.29,1.92
1998-01-21,16.67,1.52,81.5,18.97,7.45,1.63
1998-01-22,19.15,0.34,89.21,17.06,8.9,1.35
1998-01-23,18.43,4.41,88.83,17.04,9.61,1.89
1998-01-24,19.8,4.59,84.1,18.69,9.14,1.66
1998-01-25,15.12,10.02,82.57,18.74,9.62,1.66
1998-01-26,19.08,21.16,88.43,17.62,10.51,1.33
1998-01-27,13.36,14.34,90.01,16.87,9.64,1.22
1998-01-28,16.16,12.35,92.32,15.54,10.3,1.84
1998-01-29,19.69,3.11,86.55,17.88,9.41,1.86
1998-01-30,16.85,1.33,84.16,18.55,9.6,1.57
1998-01-31,21.78,0.9,83.91,18.96,8.19,1.58
1998-02-01,19.58,0.51,82.52,19.22,8.46,1.55
1998-02-02,22.9,0.17,85.34,18.71,10.33,1.95
1998-02-03,24.01,0.37,87.74,17.28,9.72,0.97
1998-02-04,22.54,0.27,85.85,18.03,8.59,1.71
1998-02-05,23.9,2.6,82.24,19.15,10.46,1.68
1998-02-06,20.12,10.35,89.26,18.26,9.88,1.63
1998-02-07,16.24,22.05,93.25,16.02,10.4,1.5
1998-02-08,15.08,8.17,90.05,15.83,8.1,1.16
1998-02-09,16.96,3.11,88.42,16.91,8.85,1.18
1998-02-10,17.71,7.09,89.6,17.01,8.63,1.33
1998-02-11,11.52,16.5,92.51,15.07,7.2,1.54
1998-02-12,21.38,12.83,88.54,16.71,6.55,1.3
1998-02-13,22.86,4.9,84.07,17.06,7.31,1.32
1998-02-14,24.37,0.75,81.34,17.5,7.32,1.54
1998-02-15,25.13,0.35,82.49,17.88,8.12,1.74
1998-02-16,20.48,4.25,89.79,16.83,9.86,1.46
1998-02-17,19.19,9.87,92.26,16.59,8.69,1.16
1998-02-18,16.31,5.81,89.93,16.48,8.31,1.33
1998-02-19,12.89,13.3,93.17,16.2,10.35,1.14
1998-02-20,12.82,3.55,93.24,15.03,9.6,1.56
1998-02-21,19.12,3.89,89.41,17.27,8.54,1.62
1998-02-22,15.59,1.67,90.83,17.15,9.21,1.74
1998-02-23,16.96,3.53,91.32,17.14,9.93,1.56
1998-02-24,16.31,14.31,92.69,16.16,9.96,1.21
1998-02-25,17.46,4.67,90.44,17.51,9.55,1.31
1998-02-26,17.28,0.08,90.33,15.33,7.47,1.11
1998-02-27,17.86,3.91,90.23,17.78,9.8,1.38
1998-02-28,14.22,3.97,88.6,17.62,8.17,1.41
1998-03-01,16.42,2.01,88.44,17.98,9.09,1.5
1998-03-02,27,0.78,85.72,18.23,7.06,1.42
1998-03-03,23.98,0.23,85.58,18.25,8.74,1.7
1998-03-04,27.72,0.02,82.9,18.38,8.37,1.75
1998-03-05,25.78,0.87,84.83,18.83,8.03,1.68
1998-03-06,23.04,0.25,88.46,18.19,8.57,1.53
1998-03-07,25.67,0.13,89.04,17.38,9.84,1.48
1998-03-08,22.82,0.07,86.84,17.68,9.37,1.83
1998-03-09,25.24,4.79,89.98,15.63,9.2,1.28
1998-03-10,19.8,1,87.07,17.95,7.88,1.28
1998-03-11,21.13,7.05,95.99,16.71,8.55,0.91
1998-03-12,18,5.06,93.88,16.71,8.78,0.99
1998-03-13,17.71,1.74,90.46,15.59,8.86,1.23
1998-03-14,19.44,4.13,88.24,16.59,7.27,1.4
1998-03-15,15.08,8.69,92.73,15.7,9.85,1.73
1998-03-16,17.5,5.48,90.5,17.18,8.96,1.77
1998-03-17,19.44,2.75,90.31,16.34,9.47,1.27
1998-03-18,22.75,0.51,88.41,18.23,8.77,1.37
1998-03-19,19.01,0.63,86.28,17.22,6.52,1.48
1998-03-20,18.97,0.15,89.51,16.32,9.25,1.24
1998-03-21,19.66,1.86,87.11,18.18,9.63,1.31
1998-03-22,26.6,1.92,86.6,18.8,8.49,1.37
1998-03-23,25.63,0.56,83.08,19.77,7.82,1.56
1998-03-24,21.1,0.11,82.81,19.65,8.03,1.44
1998-03-25,23.72,0.13,82.67,18.03,8.37,1.3
1998-03-26,21.6,2.14,84,17.01,8.71,1.1
1998-03-27,23.33,0.67,83.52,18.85,8.64,1.48
1998-03-28,23.65,2.85,85.75,17.49,8.75,1.46
1998-03-29,14.26,3.17,85.79,17.52,8.21,1.52
1998-03-30,19.66,0.55,83.1,17.47,8.54,1.44
