date,srad,rain,rhum,tmax,tmin,wvel
1988-02-22,17.57,2.82,86.17,16.3,8.57,1.69
1988-02-23,23.9,0.15,82.7,18.53,7.26,1.52
1988-02-24,26.78,0.3,76.44,19.71,6.87,1.46
1988-02-25,27.14,0.58,83.89,17.36,10.31,1.26
1988-02-26,23.51,0.68,79.16,18.83,7.79,1.35
1988-02-27,25.99,5.18,79.31,19.02,7.12,1.39
1988-02-28,22.9,1.24,79.44,17.89,6.92,1.61
1988-02-29,23.8,0.13,74.02,17.09,6.85,1.49
1988-03-01,20.92,7.68,78.95,16.91,6.19,1.46
1988-03-02,16.63,3.92,78.24,16.87,7.07,1.49
1988-03-03,21.1,0.05,78.44,16.94,7.89,1.47
1988-03-04,21.2,0,76.52,19.22,8.19,1.68
1988-03-05,18.22,9.42,80.11,19.69,8.77,1.34
1988-03-06,15.77,2.41,86.87,16.53,8.06,1.1
1988-03-07,19.94,1.41,83.83,16.62,9.09,1.89
1988-03-08,16.02,1.29,81.57,15.32,6.43,1.39
1988-03-09,13,4.76,83.03,15.78,6.92,1.26
1988-03-10,15.08,14.95,84.53,17.5,8.05,1.55
1988-03-11,16.99,1.93,88.67,15.52,8.83,1.16
1988-03-12,11.48,1.69,87.84,16.01,7.38,1.23
1988-03-13,12.96,2.25,80.69,17.53,6.42,1.73
1988-03-14,18.22,0.69,84.65,16.71,7.29,1.29
1988-03-15,15.77,14.58,81.99,17.15,7.6,1.35
1988-03-16,19.4,11.04,90.45,15.55,8.36,1.01
1988-03-17,11.23,0.75,87.96,15.94,6.32,1.34
1988-03-18,18.72,1.26,87.67,15.49,7.92,1.31
1988-03-19,21.53,0.5,85.74,16.23,7.64,1.18
1988-03-20,21.2,12.55,91.6,15.19,7.49,0.99
1988-03-21,20.34,1.69,85.2,17.63,8.78,1.53
1988-03-22,17.14,0.61,86.07,16.68,7.48,1.4
1988-03-23,18.68,3.77,85.01,17.15,7.94,1.54
1988-03-24,15.66,1.69,84.63,17.12,8.18,1.61
1988-03-25,18.5,3.44,87.39,16.46,8.76,1.64
1988-03-26,18.29,1.45,85.76,16.54,8.65,1.32
1988-03-27,11.34,1.66,91.49,16.71,6.61,0.79
1988-03-28,19.12,17.16,89.89,16.71,7.92,1.22
1988-03-29,14.15,2.68,87.24,15.6,7.6,1.38
1988-03-30,13.68,21.64,86.84,16.02,7.57,1.25
1988-03-31,19.44,7.89,91.33,16.71,8.61,0.99
1988-04-01,16.88,2.34,91.65,16.71,7.55,1.08
1988-04-02,16.02,4.42,85.07,15.63,6.44,1.47
1988-04-03,16.52,4.41,86.66,16.01,7.73,1.34
1988-04-04,12.6,5.02,86.94,15.65,7.7,1.45
1988-04-05,17.46,2.9,86.49,15.53,6.62,1.27
1988-04-06,17.24,1.21,87.21,15.46,8.31,1.1
1988-04-07,14.47,0.21,86.28,16.71,6.53,1.04
1988-04-08,23.58,1.15,83.16,15.6,7.97,1.53
1988-04-09,10.84,3.61,89.37,16.71,7.23,0.97
1988-04-10,18.61,1.5,85.14,15.61,7.8,1.18
1988-04-11,20.59,3.33,84.42,16.1,6.18,1.53
1988-04-12,17.75,0.79,87.56,16.15,7.77,1.19
1988-04-13,19.84,2.38,88.7,16.59,8.16,1.37
1988-04-14,11.05,4.74,91.16,15.95,7.66,1.26
1988-04-15,22.36,0.23,86.36,17.02,8.4,1.1
1988-04-16,23.76,0.1,86.65,16.91,8.99,1.14
1988-04-17,15.59,0.23,85.97,16.75,8.43,1.15
1988-04-18,18.97,0.01,86.65,15.4,8.24,0.97
1988-04-19,23.15,0,84.25,16.88,8.89,1.4
1988-04-20,18.72,0.01,82.45,17.53,7.05,1.3
1988-04-21,18.5,0.01,85.56,17.18,7.76,1.2
1988-04-22,17.89,2.81,89.38,16.71,8.62,1.04
1988-04-23,19.73,2.16,88.68,15.97,7.15,1.43
1988-04-24,14.47,0.56,84.18,15.51,5.76,1.3
1988-04-25,15.77,0.86,84.55,17.02,7.92,1.47
1988-04-26,17.42,0.07,83.36,16.93,7.88,1.31
1988-04-27,18.22,0,85.43,16.71,7.46,1.35
1988-04-28,13.36,0.71,85.33,16.71,6.49,1.52
1988-04-29,13.43,0.22,84.56,16.71,6.26,1.59
1988-04-30,20.56,0.01,79.14,15.93,5.43,1.43
1988-05-01,21.02,0,80.42,16.68,6.68,1.23
1988-05-02,19.4,0,82.55,15.83,7.86,1.43
1988-05-03,19.51,0,77.96,16.37,6.43,1.22
1988-05-04,18.65,0.01,80.01,15.67,6.35,1.15
1988-05-05,18.07,0,79.14,16.16,5.47,1.23
1988-05-06,18.32,0,84.02,15.48,7.99,1.32
1988-05-07,17.75,2.99,84.96,15.41,6.96,1.4
1988-05-08,17.57,0.96,84.85,15.14,6.56,1.17
1988-05-09,18.47,0.23,87.83,16.71,7.73,1.05
1988-05-10,19.26,0.07,82.86,15.37,7.41,0.88
1988-05-11,18.43,0,80.97,16.73,8.25,0.99
1988-05-12,21.28,0,82.96,16.71,7.09,0.51
1988-05-13,17.93,0.1,79.9,16.71,7.02,1.07
1988-05-14,19.91,0.06,77.37,16.59,5.41,1.29
1988-05-15,16.06,0,80.02,15.53,7.15,1.16
1988-05-16,20.41,0,79.44,16.04,6.66,1.17
1988-05-17,18.68,0.04,86.13,16.71,6.38,0.65
1988-05-18,20.56,0,76.66,16.93,4.83,1.26
1988-05-19,19.44,0,79.02,17.57,7.45,1.27
1988-05-20,12.46,0.03,80.03,16.85,8.15,1.38
1988-05-21,15.55,0.05,82.56,16.5,7.51,1.62
1988-05-22,14.51,0.01,82.35,15.25,7.71,1.36
1988-05-23,13.97,0.05,79.46,16.89,7.39,1.32
1988-05-24,15.98,0.2,80.39,18.1,8.29,1.2
1988-05-25,17.89,0.05,83.97,15.23,7.57,1.37
1988-05-26,16.38,0.01,82.33,16.71,6.03,1.08
1988-05-27,14.11,0.01,86.47,16.71,7.26,1.23
1988-05-28,12.17,0.12,83.11,16.71,5.92,1.21
1988-05-29,20.77,0.08,76.2,16.97,7.12,1.17
1988-05-30,22,0.05,76.92,17.12,6.36,1.27
1988-05-31,22.18,0.05,84.29,16.71,6.77,1.27
1988-06-01,19.44,0,76.44,16.46,5.28,1.18
1988-06-02,20.66,0,69.23,17.15,5.29,1.43
1988-06-03,21.31,0.01,68.9,18.04,3.59,1.5
1988-06-04,13.72,0.03,78.02,15.31,5.37,1.27
1988-06-05,20.12,0,73.23,16.44,5.37,1.11
1988-06-06,21.2,0,73.06,16.2,5.76,1.39
1988-06-07,20.81,0,73.76,16.67,6.05,1.37
1988-06-08,18.4,0,74.35,16.31,5.7,1.51
1988-06-09,17.32,0.03,73.37,15.79,5.38,1.46
1988-06-10,19.69,0.06,72.65,16.12,5.08,1.3
1988-06-11,21.35,0,73.79,16.5,5.07,1.18
1988-06-12,20.02,0,72.15,17.04,5.36,1.37
1988-06-13,20.81,0,75.81,16.26,6.26,1.46
1988-06-14,20.09,0,75.69,15.82,5.95,1.31
1988-06-15,21.2,0,72.55,16.51,4.53,1.44
1988-06-16,21.31,0,76.51,15.87,6.26,1.57
1988-06-17,20.95,0,76.87,15.56,4.93,1.65
1988-06-18,19.37,0,76.87,16.71,4.57,1.39
1988-06-19,19.73,0,70.09,17.4,6.15,0.99
1988-06-20,21.74,0,58.08,20.43,3.6,1.17
1988-06-21,20.59,0,66.4,19.52,3.83,1.41
1988-06-22,21.46,0,70.18,19.42,6.44,1.33
1988-06-23,20.27,0.04,80.47,17.18,8.83,1.17
1988-06-24,19.62,0.07,79.57,17,8.42,1.57
1988-06-25,17.64,0.17,83.64,16.71,7.41,1.56
1988-06-26,19.12,0,74.25,17.45,6.59,1.39
1988-06-27,16.52,0,75.98,17.09,7.07,1.34
1988-06-28,14.58,0,79.53,16.66,7.7,1.46
1988-06-29,19.8,0,78.23,16.71,6.62,1.14
1988-06-30,18.76,0,76.04,16.38,7.02,1.29
1988-07-01,20.27,0,74.99,17.75,7,1.43
1988-07-02,21.78,0,70.07,18.89,7.22,1.43
1988-07-03,21.85,0,67.67,18.46,6.61,1.45
1988-07-04,21.17,0,68.56,18.46,4.63,1.36
1988-07-05,20.16,0.01,77.92,16.4,8.09,1.14
1988-07-06,17.86,0.11,77.49,17.33,7.49,1.35
1988-07-07,17.93,0.05,80.77,15.46,7.02,1.71
1988-07-08,20.05,0,77.72,15.17,6.36,1.24
1988-07-09,16.24,0.01,74.19,16.7,6.05,1.51
1988-07-10,18.76,0.01,74.84,16.15,5.57,1.42
1988-07-11,19.8,0,70.74,15.89,4.28,1.55
1988-07-12,22.43,0,57.65,15.68,2.36,1.44
1988-07-13,22.54,0,44.8,17.3,0.88,1.37
1988-07-14,22.5,0,39.06,17.44,1.66,1.46
1988-07-15,22.61,0,43.98,17.39,1.21,1.43
1988-07-16,22.79,0,50.24,17.69,1.82,1.46
1988-07-17,23.15,0,57.93,17.85,1.75,1.48
1988-07-18,23.51,0,65.33,17.15,3.04,1.63
1988-07-19,23.15,0,66.63,16.54,4.69,1.54
1988-07-20,19.19,0,64.2,15.42,3.3,1.47
1988-07-21,20.27,0,61.4,17.41,3.12,1.47
1988-07-22,19.58,0,66.29,16.93,4.19,1.74
1988-07-23,15.48,1.45,73.85,15.33,5.64,1.7
1988-07-24,16.78,1.44,69.8,16.31,4.41,1.52
1988-07-25,15.41,0,67.57,15.76,3.88,1.48
1988-07-26,18.97,0,60.08,17.03,3.26,1.44
1988-07-27,21.78,0,56.04,18.66,3.21,1.51
1988-07-28,22.43,0,58.21,18.61,3.92,1.61
1988-07-29,21.92,0,59.97,18.54,4.73,1.48
1988-07-30,21.82,0,60.02,18.69,4.78,1.57
1988-07-31,21.49,0.01,62.25,17.65,5.64,1.4
1988-08-01,20.7,0.25,68.74,18.5,6.28,1.49
1988-08-02,20.09,0.01,82.77,15.01,7.7,1.48
1988-08-03,18.83,0.01,74.08,16.33,6.7,1.54
1988-08-04,21.35,0,58.96,18.14,5.24,1.36
1988-08-05,22.93,0,57.59,17.82,4.61,1.42
1988-08-06,23.58,0,57.03,18.52,4.7,1.4
1988-08-07,23.47,0,56.92,19.66,4.25,1.47
1988-08-08,23.98,0,59.45,20.67,4.65,1.67
1988-08-09,21.67,0,69.18,17.43,6.79,1.83
1988-08-10,22.43,0.01,65.49,18.25,6.32,1.46
1988-08-11,21.96,0,60.88,18.88,6.02,1.65
1988-08-12,24.01,0,59.2,18.33,5.66,1.67
1988-08-13,23.65,0,56.92,19.99,4.85,1.71
1988-08-14,23.76,0,68.96,16.74,7.44,1.26
1988-08-15,22.97,0.01,67.07,19.38,6.95,1.34
1988-08-16,18.47,0.02,75,16.71,6.75,1.07
1988-08-17,11.63,0,77.18,16.71,6.11,0.81
1988-08-18,20.66,0,73.35,15.32,5.66,1.28
1988-08-19,24.12,0,63.36,19.92,6.64,1.48
1988-08-20,24.08,0,62.09,20.44,7.63,1.89
1988-08-21,24.37,0,64.47,19.62,8.56,2.01
1988-08-22,20.2,0,57.21,18.98,7.02,1.72
1988-08-23,26.14,0,48.35,20.59,4.87,1.66
1988-08-24,25.45,0,49.54,21.45,4.44,1.72
1988-08-25,25.67,0,52.41,21.31,5.15,1.76
1988-08-26,24.8,0,56.65,20.52,6.37,1.91
1988-08-27,21.28,0.09,61.96,19.82,7.39,1.63
1988-08-28,20.45,0,74.09,16.65,8.2,1.71
1988-08-29,19.73,0,66.97,19.16,7.95,1.62
1988-08-30,23.11,0,62.32,20.13,7.25,1.78
1988-08-31,21.24,0,70.75,19.03,8.4,2.14
1988-09-01,20.16,0.01,70.72,16.97,6.83,2.14
1988-09-02,15.26,0,55.41,18,6.01,2.02
1988-09-03,21.24,0.12,54.98,18.85,4.47,1.65
1988-09-04,17.96,0,53.8,18.66,5.44,1.43
1988-09-05,19.19,0,49.84,19.4,4.91,1.54
1988-09-06,22.18,0,51.21,19.11,5.64,1.67
1988-09-07,23.33,0,55.13,19.19,6.2,1.64
1988-09-08,20.99,0,58.59,20.33,6.69,1.59
1988-09-09,19.94,0,66.97,18.97,8.05,1.13
1988-09-10,22.07,0.01,63.35,19.53,7.07,1.71
1988-09-11,19.69,0.02,72.13,18.16,9.05,1.57
1988-09-12,21.13,0.04,74.02,17.87,9.14,1.56
1988-09-13,21.02,0.01,73.05,17.29,8.93,1.55
1988-09-14,20.27,0.07,70.99,17.54,8.51,1.89
1988-09-15,9.4,1.22,71.87,17.15,7.91,2.76
1988-09-16,23.26,0.63,74.81,16.52,7.57,2.71
1988-09-17,23.26,0.05,71.77,16.72,6.55,2.08
1988-09-18,20.99,0.02,64.86,18.36,6.54,2.18
1988-09-19,19.48,0.01,66.06,18,6.77,2.26
1988-09-20,22.1,0,68.19,17.73,8.25,1.96
1988-09-21,25.63,0,63.43,20.21,6.82,1.94
1988-09-22,25.2,0.04,59.48,21.82,7.84,2.25
1988-09-23,13.54,0.52,64.33,19.37,8.44,2.34
1988-09-24,15.05,0.33,67.81,18.49,8.18,2.87
1988-09-25,16.56,0.29,73.04,15.96,8.55,2.3
1988-09-26,20.48,6.35,64.66,20.25,7.03,1.74
1988-09-27,21.78,4.4,78.92,15.98,8.19,1.59
1988-09-28,19.98,1.08,71.38,18.6,8.02,1.75
1988-09-29,22.64,0,66.19,19.43,7.04,1.87
1988-09-30,28.01,0,63.77,19.36,7.21,1.73
1988-10-01,26.89,0.31,68.78,19.79,8.82,2.05
1988-10-02,20.34,0.34,72.91,18.25,7.77,1.7
1988-10-03,21.89,0.11,66.52,19.08,7.4,1.77
1988-10-04,22.18,0.04,71.8,17.18,8.51,1.51
1988-10-05,20.16,0.16,74.69,16.63,6.72,1.58
1988-10-06,15.48,0.75,76.94,16.71,6.9,1.34
1988-10-07,13.43,0.18,62.9,18.04,7.2,2.07
1988-10-08,15.52,2.47,64.83,18.29,6.78,1.86
1988-10-09,6.73,2.34,74.9,16.85,6.84,1.73
1988-10-10,17.46,1.02,72.47,17.87,7.39,1.74
1988-10-11,23.87,0.18,65.39,16.56,5.26,1.32
1988-10-12,24.73,0.27,68.04,19.35,7.6,1.78
1988-10-13,17.75,1.48,73.32,18.91,8.16,1.65
1988-10-14,22.03,0.23,73.51,17.05,7.52,1.4
1988-10-15,26.1,0,66.4,19.58,8.83,1.65
1988-10-16,26.35,0.19,68.95,20.47,8.64,1.81
1988-10-17,26.03,0.06,68.99,17.95,6.32,1.45
1988-10-18,26.5,0.01,63.01,21.47,7.88,1.74
1988-10-19,21.71,0.04,76.41,16.49,7.94,1.18
1988-10-20,23.69,0,61.28,21.96,7.98,2
1988-10-21,22.21,0.07,71.74,18.08,9.09,1.68
1988-10-22,22.21,0.04,64.61,18.74,8.24,1.73
1988-10-23,27.58,0.02,57.86,22.49,6.95,2.41
1988-10-24,23.33,0.78,63.49,21.44,8.25,1.62
1988-10-25,24.62,0.11,60.84,20.49,7.12,2.03
1988-10-26,22.75,0.41,63.96,19.32,9.18,2.47
1988-10-27,14.26,0.99,68.71,18.96,7.4,2.28
1988-10-28,25.45,0.01,63.46,19.75,7.87,1.95
1988-10-29,30.24,0,62.42,21.46,7.3,2.15
1988-10-30,24.88,0,71.55,17.85,7,1.43
1988-10-31,20.74,6.64,78.74,15.36,7.11,1.21
1988-11-01,17.28,4,89.25,16.71,7.48,1.33
1988-11-02,21.13,0.08,76.37,16.49,5.59,1.28
1988-11-03,20.23,2.86,71.54,17.96,6.75,1.8
1988-11-04,20.66,0.69,68.94,18.55,6.25,1.92
1988-11-05,19.69,0.01,62.94,18.59,7.18,1.89
1988-11-06,15.8,0.01,60.31,20.13,6.77,1.9
1988-11-07,20.23,0.01,66.13,19.67,8,1.86
1988-11-08,21.02,1.64,73.46,15.8,7.11,1.8
1988-11-09,25.34,0.66,61.7,19.88,6.48,2.16
1988-11-10,24.12,0.13,57.88,19.21,6.22,2.07
1988-11-11,20.27,0.02,60.44,19.96,7.25,1.96
1988-11-12,23.76,0.33,66.59,20.16,7.51,1.83
1988-11-13,25.45,0.36,74.68,17.74,7.56,1.89
1988-11-14,28.08,0.09,77.71,16.71,6.9,1.69
1988-11-15,20.95,0.97,76.03,17.37,7.13,1.63
1988-11-16,25.7,10.01,76.48,15.78,5.33,1.37
1988-11-17,24.23,3.89,78.35,15.83,7.58,1.13
1988-11-18,23.98,0.06,69.78,18.25,7.01,1.77
1988-11-19,24.62,0.6,77.22,17.46,7.84,1.38
1988-11-20,17.57,0.79,75.56,16.6,6.82,1.36
1988-11-21,28.84,2.7,75.5,17.11,8.57,1.3
1988-11-22,13.61,2.41,83.88,15.51,6.89,1.23
1988-11-23,23.76,0.04,79.46,16.71,5.43,1.34
1988-11-24,22.39,0,73.21,17.4,7.34,1.84
1988-11-25,23.62,0.08,68.1,19.95,6.73,2.24
1988-11-26,24.12,0.03,75.5,17.5,8.23,1.73
1988-11-27,12.53,0.78,79.72,17.13,8.83,1.76
1988-11-28,24.23,0.52,75.77,15.37,7.36,1.07
1988-11-29,27.94,0.02,74.29,18.09,8.21,1.57
1988-11-30,15.55,7.77,70.99,18.31,7.6,1.64
1988-12-01,25.56,8.48,85.38,16.71,7.94,1.19
1988-12-02,22.86,0.51,75.19,18.1,7.48,1.59
1988-12-03,22.5,0,70.25,18.51,6.41,2.32
1988-12-04,21.92,0.11,67.81,19.49,7.67,2.11
1988-12-05,23.98,7.05,76.16,17.23,8.11,2.09
1988-12-06,20.66,1.67,81.22,16.71,7.02,1.27
1988-12-07,28.15,0.38,72.67,19.16,7.06,1.57
1988-12-08,24.08,0.09,69.3,19.24,7.52,1.75
1988-12-09,22.68,0.13,79.48,15.16,7.97,1.21
1988-12-10,21.71,0.16,75.98,15.47,6.36,1.4
1988-12-11,22.21,1.06,74.36,16.86,7.52,1.83
1988-12-12,19.73,0.15,69.27,20.4,7.19,1.74
1988-12-13,21.31,0.02,75.16,17.16,8.21,1.26
1988-12-14,20.84,14.05,80.03,15.83,7.57,1.36
1988-12-15,16.49,14.53,79.7,18.1,7.29,1.85
1988-12-16,11.88,0.48,82.04,16.71,7.02,1.08
1988-12-17,17.57,0.09,78.49,15.69,8.44,1.12
1988-12-18,25.74,0.1,72.63,20.1,8.33,1.95
1988-12-19,25.27,4.29,74.71,18.58,8.12,1.88
1988-12-20,24.44,4.13,73.17,18.71,6.99,2.16
1988-12-21,15.52,3.97,78.13,16.71,7.31,1.04
1988-12-22,26.53,1.09,80.92,16.71,7.43,1.16
1988-12-23,18.04,84.04,84.31,16.31,7.5,1.35
1988-12-24,17.03,11.05,86.81,15.48,6.36,1.5
1988-12-25,15.34,5.38,86.99,15.11,7.46,1.71
1988-12-26,19.8,1.39,87.27,16.71,7.47,1.4
1988-12-27,19.12,0.54,85.95,16.71,8.01,1.56
1988-12-28,19.66,6.39,86.26,15.49,7.72,1.81
1988-12-29,18.11,3.55,87.28,16.71,7.53,1.57
1988-12-30,22.72,0.71,86.55,16.71,6.77,1.44
1988-12-31,12.24,0.76,86.35,16.71,7.96,1.97
1989-01-01,19.04,6.66,87.46,16.71,7.43,1.44
1989-01-02,14.15,6.12,89.06,16.71,7.19,1.69
1989-01-03,22.14,3.47,85.27,16.71,5.84,1.52
1989-01-04,23.08,1.77,85.08,16.32,7.65,1.7
1989-01-05,20.48,12.98,89.73,16.71,6.75,1.08
1989-01-06,23.11,3.44,89.84,16.71,8.08,1.28
1989-01-07,13.25,8.88,87.13,15.1,8,1.59
1989-01-08,20.27,1.04,86.6,16.71,6.58,1.35
1989-01-09,18.76,2.24,82.72,16.38,6.44,1.47
1989-01-10,18.83,2.33,86.23,16.71,4.92,1.27
1989-01-11,21.24,1.45,84.7,15.61,6.57,2.07
1989-01-12,23.47,0.21,80.24,15.59,5.15,1.75
1989-01-13,21.82,4.53,83.87,15,6.51,1.48
1989-01-14,20.59,1.91,85.46,15.81,6.94,1.24
1989-01-15,21.2,5.81,85.36,16.99,7.51,1.23
1989-01-16,12.6,1.46,89.5,16.71,6.93,1.22
1989-01-17,19.91,0.7,86.86,15.11,7.25,1.65
1989-01-18,17.39,1.27,85,16.11,7.56,1.54
1989-01-19,15.62,0.48,82.77,16.98,7.4,1.73
1989-01-20,20.09,0.79,84.26,16.61,7.57,1.85
1989-01-21,21.28,16.53,88.84,16.71,7.82,1.63
1989-01-22,19.8,4.69,86.68,15.06,6.92,1.73
1989-01-23,18.79,0.86,88.44,16.71,6.11,1.25
1989-01-24,15.98,6.28,85.95,16.45,6.74,1.15
1989-01-25,16.2,3.44,90.76,16.71,7.04,0.93
1989-01-26,19.04,3,87.97,15.49,7.79,1.63
1989-01-27,15.23,8.54,90.83,16.71,7.3,1.26
1989-01-28,18.14,1.44,82.71,17.05,5.53,1.51
1989-01-29,19.33,4.35,88.71,15.6,6.17,1.45
1989-01-30,13.54,1.82,86.1,16.71,7.03,1.37
1989-01-31,20.59,0.12,81.12,16.31,7.13,1.73
1989-02-01,23.29,0.29,83.06,16.71,6.71,1.41
1989-02-02,18.97,0.77,80.93,15.72,6,1.42
1989-02-03,19.33,0.95,82.15,16.13,5.87,1.59
1989-02-04,17.5,0.95,88.82,16.71,7.18,1.65
1989-02-05,19.19,0.28,83.62,16.13,6.93,1.65
1989-02-06,21.2,0.81,81.69,16.63,7.19,1.75
1989-02-07,15.41,4.47,86.48,15.92,7.75,1.32
1989-02-08,18.18,4.93,91.86,16.71,8.11,1.15
1989-02-09,15.23,1.77,85.48,16.04,7,1.62
1989-02-10,20.12,0.55,83.06,16.35,5.63,1.92
1989-02-11,24.3,0.08,78.98,16.94,5.7,1.73
1989-02-12,25.42,0.06,79.44,17.2,6.85,1.49
1989-02-13,25.7,0.01,80.62,18.1,8.2,1.42
1989-02-14,15.98,4.41,83.61,16.39,7.07,1.17
1989-02-15,17.42,5.88,87.75,15.45,7.56,0.99
1989-02-16,20.88,3.4,85.07,15.14,6.07,1.29
1989-02-17,17.57,6.29,88.58,16.71,6.81,1.38
1989-02-18,18.61,0.37,79.48,16.1,6.25,1.81
1989-02-19,17.53,0.39,82.04,15.94,5.86,1.86
1989-02-20,18.04,0.1,80.19,17.36,6.64,1.58
1989-02-21,20.56,0.4,83.55,16.35,7.72,1.01
1989-02-22,21.92,0.28,85.06,15.38,7.02,1.6
1989-02-23,22.57,0.81,81.07,17.35,6.61,1.52
1989-02-24,21.17,10.59,83.78,15.75,6.44,1.79
1989-02-25,17.68,7.12,89.63,16.71,7.17,1.38
1989-02-26,20.23,1.27,83.1,16.71,6.76,1.32
1989-02-27,21.02,0.64,80.03,16.03,6.28,1.65
1989-02-28,20.84,0.01,77.66,16.98,6.3,1.84
1989-03-01,20.09,2.42,80.47,17.51,7.44,1.49
1989-03-02,19.33,1.37,82.55,17.52,6.53,1.66
1989-03-03,20.66,10.88,83.95,16.65,6.47,1.51
1989-03-04,18.43,0.87,83.58,16.75,7.58,1.54
1989-03-05,11.74,13.71,88.25,15.36,8.24,1.1
1989-03-06,17.75,12.22,90.67,15.42,7.46,1.29
1989-03-07,16.2,8.72,87.36,15.97,6.93,1.57
1989-03-08,16.34,3.68,86.9,16.08,7.63,1.72
1989-03-09,17.24,6.25,89.48,16.71,7.72,1.56
1989-03-10,15.91,11.16,89.29,16.71,7.64,0.99
1989-03-11,18.36,8.34,91.85,16.71,7.34,1.26
1989-03-12,13.86,2.84,88.62,15.12,6.14,1.49
1989-03-13,17.17,4.74,86.04,15.13,6.91,1.24
1989-03-14,15.34,0.89,83.23,17.01,6.36,1.32
1989-03-15,18.61,2.43,85.98,16.99,6.73,1.18
1989-03-16,22.61,0.47,87.17,16.63,6.41,1.16
1989-03-17,20.02,1.33,87.77,15.21,6.8,1.29
1989-03-18,22.1,1.52,84.57,15.95,5.63,1.63
1989-03-19,19.12,0.34,83.56,16.71,5,1.2
1989-03-20,20.66,3.33,81.79,15.21,4.96,1.42
1989-03-21,19.04,1.76,82.63,15.81,5.6,1.47
1989-03-22,24.01,0.29,83.27,16.71,5.74,1.43
1989-03-23,15.66,2.11,86.19,16.71,6.1,1.4
1989-03-24,20.95,3.52,82.63,16.03,5.62,1.67
1989-03-25,14.08,4.15,85.07,15.55,5.9,1.33
1989-03-26,16.09,2.83,84.92,16.71,6.4,1.38
1989-03-27,14.44,2.7,90.48,16.71,7.05,1.52
1989-03-28,17.17,0.27,81,15.6,6.13,1.55
1989-03-29,16.96,2.66,85.28,16.71,6.18,1.01
1989-03-30,16.96,0.36,84.57,15.27,5.54,1.48
1989-03-31,16.49,0.75,85.41,15.06,5.98,1.33
1989-04-01,20.02,7.94,90.5,16.71,6.43,1.31
